Chi nhánh/Phòng giao dịch,Địa chỉ
EximBank - Phòng giao dịch Vĩnh Thạnh,"Lô 14-15 ấp Vĩnh Tiến, TT.Vĩnh Thạnh, H.Vĩnh Thạnh, Tp.Cần Thơ"
EximBank - Phòng giao dịch Hưng Lợi,"221A Đường Ba Tháng Hai, P.Hưng Lợi, Q.Ninh Kiều, Tp.Cần Thơ"
EximBank - Phòng giao dịch An Phú,"87 Đường 30/4, P.Xuân Khánh, Q.Ninh Kiều, Tp.Cần Thơ"
EximBank - Chi nhánh Tây Đô,"Lô P+R Trần Văn Khéo, P.Cái Khế, Q.Ninh Kiều, Tp.Cần Thơ"
EximBank - Chi nhánh Cần Thơ,"08 Phan Đình Phùng, Q.Ninh Kiều, Tp.Cần Thơ"
EximBank - Phòng giao dịch Thốt Nốt,"568 Quốc lộ 91, Khu vực Long Thạnh A, P.Thốt Nốt, Q.Thốt Nốt, Tp.Cần Thơ"
EximBank - Phòng giao dịch Ô Môn,"292-293 Quốc lộ 91, P.Châu Văn Liêm, Q.Ô Môn, Tp.Cần Thơ"
EximBank - Phòng giao dịch Trung Sơn,"8-10 Đường 9A, Khu dân cư Trung Sơn, Xã Bình Hưng, Huyện Bình Chánh, TP.HCM."
EximBank - Phòng giao dịch Bình Chánh,"A29/25 Quốc lộ 50, Xã Bình Hưng, Huyện Bình Chánh, TP.HCM"
EximBank - Phòng giao dịch Văn Thánh,"85 Đường D2, P.25, Q.Bình Thạnh, TP.HCM"
EximBank - Phòng giao dịch Thị Nghè,"117-117A Xô Viết Nghệ Tĩnh, P. 17, Q. Bình Thạnh, TP.HCM"
EximBank - Phòng giao dịch Hàng Xanh,"155A-155B Điện Biên Phủ, P.15, Q.Bình Thạnh, TP.HCM"
EximBank - Phòng giao dịch Thanh Đa,"629-631 Xô Viết Nghệ Tĩnh, P.26, Q.Bình Thạnh, TP.HCM"
EximBank - Phòng giao dịch Bình Trị Đông,"141-141A Đường số 1, P.Bình Trị Đông B, Q.Bình Tân, TP.HCM"
EximBank - Phòng giao dịch An Lạc,"476-478 Kinh Dương Vương, P.An Lạc A, Q.Bình Tân, TP.HCM"
EximBank - Phòng giao dịch Gò Vấp,"126 Nguyễn Oanh, P.7, Q. Gò Vấp, TP.HCM"
EximBank - Phòng giao dịch Nguyễn Thái Sơn,"338 Nguyễn Thái Sơn, P. 4, Q.Gò Vấp, TP.HCM"
EximBank - Phòng giao dịch Trung Chánh,"150/3 Nguyễn Ảnh Thủ, xã Trung Chánh, H.Hóc Môn, Tp.HCM"
EximBank - Phòng giao dịch Phú Xuân,"1867 Huỳnh Tấn Phát, Khu phố 5, TT.Nhà Bè, H.Nhà Bè, TP.HCM"
EximBank - Phòng giao dịch Phan Đình Phùng,"297-299 Phan Đình Phùng, P.15, Q.Phú Nhuận, TP.HCM"
EximBank - Phòng giao dịch Hồ Văn Huê,"164 Hồ Văn Huê, P. 9, Q. Phú Nhuận, TP.HCM"
EximBank - Chi nhánh Tân Sơn Nhất,"Tầng trệt Tòa nhà Nam Sông Tiền, số 180 Nguyễn Văn Trỗi, P.8, Q.Phú Nhuận, TP.HCM"
EximBank - Phòng giao dịch Phan Xích Long,"Tầng Trệt, Tòa nhà Hà Phan, 05 Phan Xích Long, P.2, Q. Phú Nhuận, TP.HCM"
EximBank - Chi nhánh Thành phố Hồ Chí Minh,"Tòa nhà số 4B Tôn Đức Thắng, P.Bến Nghé, Q.1, TP.HCM"
EximBank - Phòng giao dịch Bùi Thị Xuân,"(Tầng trệt và tầng lửng) Tòa nhà 122A-B-C Bùi Thị Xuân, P.Phạm Ngũ Lão, Q. 1, TP.HCM"
EximBank - Phòng giao dịch Lê Lợi,"08 Lê Lợi, P.Bến Nghé, Q. 1, TP.HCM"
EximBank - Phòng giao dịch Nguyễn Công Trứ,"130 Nguyễn Công Trứ, P. Nguyễn Thái Bình, Q.1, TP.HCM"
EximBank - Phòng giao dịch Bến Thành,"36-38 Ngô Đức Kế, P.Bến Nghé, Q.1, TP.HCM"
EximBank - Phòng giao dịch Đa Kao,"23A-B Nguyễn Đình Chiểu, P. Đa Kao, Q. 1, TP.HCM"
EximBank - Phòng giao dịch Lý Tự Trọng,"232 Lý Tự Trọng, P.Bến Thành, Q.1, TP.HCM"
EximBank - Phòng giao dịch Bến Nghé,"11A-11B Nguyễn Thị Minh Khai, P.Bến Nghé, Q.1, TP.HCM"
EximBank - Chi nhánh Sài Gòn,"(Tầng trệt + lửng + tầng 2) Tòa nhà số 136 -138 Lê Thị Hồng Gấm, P.Nguyễn Thái Bình, Q.1, TP.HCM"
EximBank - Phòng giao dịch Bến Chương Dương,"560-562 Võ Văn Kiệt, P. Cầu Kho, Q. 1, TP.HCM"
EximBank - Chi nhánh Tân Định,"78 Trần Quang Khải, P.Tân Định, Q. 1, TP.HCM"
EximBank - Phòng giao dịch Tao Đàn,"Tầng trệt, Tòa nhà VietDragon Tower – Số 141 Nguyễn Du, P.Bến Thành, Q.1, TP.HCM"
EximBank - Phòng giao dịch Hòa Hưng,"138 Tô Hiến Thành, P.15, Q.10, TP.HCM"
EximBank - Phòng giao dịch Bắc Hải,"2 Bis Cửu Long, Cư xá Bắc Hải, P. 15, Q. 10, TP.HCM"
EximBank - Phòng giao dịch Phú Thọ,"286 Lý Thường Kiệt, P.14, Q.10, TP.HCM"
EximBank - Phòng giao dịch Lý Thái Tổ,"291, Lý Thái Tổ, P.9, Q.10, Tp.HCM"
EximBank - Phòng giao dịch Vạn Hạnh,"371 - 373 Sư Vạn Hạnh (nối dài), P.12, Q.10, TP.HCM"
EximBank - Chi nhánh Quận 10,"65-65A và 63/6 Ba Tháng Hai, P.11, Q.10, TP.HCM"
EximBank - Phòng giao dịch Nhật Tảo,"410 Nguyễn Tri Phương, P.4, Q.10, Tp.HCM"
EximBank - Phòng giao dịch 3 Tháng 2,"530 Ba Tháng Hai, P.14, Q.10, TP.HCM"
EximBank - Phòng giao dịch Kỳ Hòa,"773 Lê Hồng Phong (nối dài), P.12, Q.10, TP.HCM"
EximBank - Phòng giao dịch Thành Thái,"61 Thành Thái, P.16, Q.10, Tp.HCM"
EximBank - Phòng giao dịch Đầm Sen,"377A Minh Phụng, P.10, Q. 11, TP.HCM"
EximBank - Phòng giao dịch Thảo Điền,"14R-14S,Quốc Hương, P.Thảo Điền, Q.2, TP.HCM"
EximBank - Phòng giao dịch Quận 2,"8 Trần Não, Ấp Bình Khánh 2, P. Bình An, Q. 2, TP.HCM"
EximBank - Phòng giao dịch Minh Khai,"(Tầng trệt) Tòa nhà số 278 Nguyễn Đình Chiểu, P.6, Q.3, Tp.HCM"
EximBank - Phòng giao dịch Khánh Hội,"42 Võ Văn Tần, P.6, Q.3, TP.HCM"
EximBank - Phòng giao dịch Lê Văn Sỹ,"213 - 215 Lê Văn Sỹ, P. 13, Q. 3, TP.HCM"
EximBank - Phòng giao dịch Võ Văn Tần,"365 Võ Văn Tần, P.5, Q.3, TP.HCM."
EximBank - Chi nhánh Quận 3,"(Tầng 1 - Tầng 3) Tòa nhà số 21 Kỳ Đồng, P.9, Q.3, Tp.HCM"
EximBank - Phòng giao dịch Trương Định,"(Tầng trệt) Tòa nhà số 24B Trương Định, P.6, Q.3, TP.HCM"
EximBank - Chi nhánh Quận 4,"Tòa nhà H2 Đường Hoàng Diệu, P.8, Q.4, TP.HCM"
EximBank - Chi nhánh Chợ Lớn,"141 Nguyễn Chí Thanh, P. 9, Q. 5, Tp.HCM"
EximBank - Phòng giao dịch Kim Biên,"161 Hải Thượng Lãn Ông , P.13, Q.5, TP.HCM"
EximBank - Phòng giao dịch Hồng Bàng,"258 Hồng Bàng, P.15, Q.5, TP.HCM"
EximBank - Phòng giao dịch An Đông,"265 Trần Phú, P. 8, Q. 5, TP.HCM"
EximBank - Phòng giao dịch Đồng Khánh,"81 Bùi Hữu Nghĩa, P.5, Q.5, TP.HCM"
EximBank - Phòng giao dịch Hưng Đạo,"466 Trần Hưng Đạo, P.2, Q.5, TP.HCM"
EximBank - Phòng giao dịch Phú Lâm,"73 Thuận Kiều, P. 12, Q. 5, TP.HCM"
EximBank - Chi nhánh Hòa Bình,"78 Nguyễn Trãi, Phường 3, Quận 5, TP. HCM"
EximBank - Chi nhánh Bình Tân,"10 Kinh Dương Vương, P.13, Q.6, TP.HCM"
EximBank - Chi nhánh Bình Phú,"110-112-114 Chợ Lớn, P.11, Q.6, Tp.HCM"
EximBank - Phòng giao dịch Quận 6,"41 Hậu Giang, P.2, Q.6, TP.HCM"
EximBank - Phòng giao dịch Minh Phụng,"294 Bình Tiên, P.4, Q.6, Tp.HCM"
EximBank - Phòng giao dịch Phú Mỹ,"07 Lô O Hoàng Quốc Việt nối dài, P.Phú Mỹ, Q7, TPHCM"
EximBank - Phòng giao dịch Tân Phong,"1469 Nguyễn Văn Linh, Kp.Mỹ Toàn, P.Tân Phong, Q.7, Tp.HCM"
EximBank - Chi nhánh Quận 7,"849 Huỳnh Tấn Phát, P.Phú Thuận, Q.7, TP.HCM"
EximBank - Phòng giao dịch Nguyễn Thị Thập,"527 Nguyễn Thị Thập, P.Tân Phong, Q.7, TP.HCM"
EximBank - Chi nhánh Phú Mỹ Hưng,"(Tầng trệt + tầng lửng) Tòa nhà số 10 Tân Trào, P.Tân Phú, Q.7, TP.HCM"
EximBank - Phòng giao dịch Quận 8,"390-392 Phạm Hùng, P.5, Q.8, TP.HCM"
EximBank - Phòng giao dịch Quận 9,"35 Lê Văn Việt, P.Hiệp Phú, Q. 9, TP.HCM"
EximBank - Phòng giao dịch Phước Long,"497 Đỗ Xuân Hợp, P.Phước Long B, Q.9 TP HCM"
EximBank - Phòng giao dịch Tam Bình,"141 Quốc lộ 1A, P.Tam Bình, Q.Thủ Đức, TP.HCM"
EximBank - Chi nhánh Thủ Đức,"147A Võ Văn Ngân, P.Linh Chiểu, Q.Thủ Đức, TP.HCM"
EximBank - Phòng giao dịch Linh Xuân,"76, Quốc lộ 1K, Khu phố 3, P.Linh Xuân, Q.Thủ Đức, TP.HCM"
EximBank - Phòng giao dịch Lê Văn Ninh,"12 Lê Văn Ninh, P.Linh Tây, Q.Thủ Đức, TP.HCM."
EximBank - Phòng giao dịch Bảy Hiền,"427 Lý Thường Kiệt, P.8, Q.Tân Bình, Tp. HCM."
EximBank - Phòng giao dịch Tân Bình,"1115 Cách Mạng Tháng Tám, P.7, Q.Tân Bình, TP.HCM"
EximBank - Phòng giao dịch Phạm Văn Hai,"156 Phạm Văn Hai, P. 3, Q.Tân Bình, TP.HCM"
EximBank - Chi nhánh Cộng Hòa,"(Tầng trệt + lửng) 19 Cộng Hòa, P. 12, Q.Tân Bình, TP.HCM"
EximBank - Chi nhánh Quận 11,"31-33 Âu Cơ, P.14, Q.11, TP.HCM"
EximBank - Phòng giao dịch Âu Cơ,"344-346 Âu Cơ, P.10, Q.Tân Bình, TP.HCM"
EximBank - Phòng giao dịch An Sương,"379-381 Trường Chinh, P.Tân Thới Nhất, Q.12, TPHCM"
EximBank - Phòng giao dịch Trường Sơn,"39B Trường Sơn, P. 2, Q.Tân Bình, TP.HCM"
EximBank - Phòng giao dịch Võ Thành Trang,"509 Trường Chinh, P. 14, Q.Tân Bình, TP.HCM"
EximBank - Phòng giao dịch Bàn Cờ,"766-768 Nguyễn Đình Chiểu, P.1, Q.3, TP.HCM"
EximBank - Phòng giao dịch Tân Phú,"611-611A Lũy Bán Bích, P.Phú Thạnh, Q.Tân Phú, TP.HCM"
EximBank - Phòng giao dịch Nguyễn Sơn,"230-232 Nguyễn Sơn, P.Phú Thọ Hòa, Q.Tân Phú, TP.HCM"
EximBank - Phòng giao dịch Gò Dầu,"54 Gò Dầu, Phường Tân Quý, Q.Tân Phú, TP.HCM"
EximBank - Phòng giao dịch Khu công nghiệp Nomura Hải Phòng,"Cổng phụ Khu công nghiệp Nomura, X.Tân Tiến, H.An Dương, Tp.Hải Phòng"
EximBank - Phòng giao dịch Thủy Nguyên,"Mặt tiền đường TL359, Thôn Phù Liễn, xã Thủy Sơn, H.Thủy Nguyên, Tp.Hải Phòng"
EximBank - Phòng giao dịch Tô Hiệu,"172 Tô Hiệu, Q.Lê Chân , Tp.Hải Phòng"
EximBank - Phòng giao dịch Trần Nguyên Hãn,"274 Trần Nguyên Hãn, P.Niệm Nghĩa, Q.Lê Chân, Tp.Hải Phòng"
EximBank - Chi nhánh Hải Phòng,"32 Trần Phú, P.Lương Khánh Thiện, Q.Ngô Quyền, Tp.Hải Phòng"
EximBank - Phòng giao dịch Thanh Khê,"278-280 Xô Viết Nghệ Tĩnh, Q.Cẩm Lệ, Tp.Đà Nẵng"
EximBank - Chi nhánh Đà Nẵng,"48 Trần Phú, Q.Hải Châu, Tp.Ðà Nẵng"
EximBank - Phòng giao dịch Hải Châu,"484 Hoàng Diệu, P.Bình Thuận, Q.Hải Châu, Tp.Đà Nẵng"
EximBank - Phòng giao dịch Hòa Cường,"205 Đường Phan Chu Trinh, P.Phước Ninh, Q.Hải Châu, Tp.Đà Nẵng"
EximBank - Phòng giao dịch Thuận Phước,"180-182 Đống Đa, P.Thuận Phước, Q.Hải Châu, Tp.Đà Nẵng"
EximBank - Phòng giao dịch Sơn Trà,"1004 Ngô Quyền, P.An Hải Tây, Q.Sơn Trà, Tp.Đà Nẵng"
EximBank - Phòng giao dịch Hàm Nghi,"44A Hàm Nghi, P.Thạc Gián, Q.Thanh Khê, Tp.Đà Nẵng"
EximBank - Phòng giao dịch Điện Biên Phủ,"433 Điện Biên Phủ, P.Hòa Khê, Q.Thanh Khê, Tp.Đà Nẵng"
EximBank - Phòng giao dịch Chợ Cồn,"336-338 Hùng Vương, P.Vĩnh Trung, Q.Thanh Khê, Tp.Đà Nẵng"
EximBank - Chi nhánh Hùng Vương,"259-261 Nguyễn Văn Linh, P.Vĩnh Trung, Q.Thanh Khê, Tp.Đà Nẵng"
EximBank - Phòng giao dịch Phan Chu Trinh,"240 Phan Chu Trinh, P.Tân Lợi, Tp.Buôn Ma Thuột, tỉnh Đăklăk"
EximBank - Phòng giao dịch Nguyễn Tất Thành,"316 Nguyễn Tất Thành, P.Tân Lập, Tp.Buôn Ma Thuột, tỉnh Đăklăk"
EximBank - Phòng giao dịch Lê Duẩn,"420 Lê Duẩn, P.Ea Tam, Tp.Buôn Ma Thuột, tỉnh Đăklăk"
EximBank - Phòng giao dịch Chợ Buôn Ma Thuột,"Ki ốt số C21 Chợ Buôn Ma Thuột, P.Thống Nhất, Tp.Buôn Ma Thuột, tỉnh Đăklăk"
EximBank - Chi nhánh Buôn Ma Thuột,"114-116 Phan Bội Châu, Tp.Buôn Ma Thuột, tỉnh Đăklăk"
EximBank - Phòng giao dịch Buôn Hồ,"550 Hùng Vương, P.An Bình, Tx.Buôn Hồ, tỉnh Đăklăk"
EximBank - Phòng giao dịch Long Thành,"Đường Lê Duẩn, TT.Long Thành, H.Long Thành, Tỉnh Đồng Nai"
EximBank - Phòng giao dịch Gia Kiệm,"5/E1 Quốc lộ 20, ấp Võ Dõng, xã Gia Kiệm, H.Thống Nhất, Đồng Nai"
EximBank - Phòng giao dịch Trảng Bom,"118 Ấp An Chu, X.Bắc Sơn, H.Trảng Bom, Tỉnh Đồng Nai"
EximBank - Phòng giao dịch Biên Hòa,"881 Pham Văn Thuận, P.Tam Hiệp, Tp.Biên Hòa, tỉnh Đồng Nai"
EximBank - Phòng giao dịch Tân Biên,"437 Quốc lộ 1A, Khu phố 9, P.Tân Biên, TP.Biên Hòa, Đồng Nai"
EximBank - Chi nhánh Đồng Nai,"223 Hà Huy Giáp, P.Quyết Thắng, Tp.Biên Hòa, Tỉnh Đồng Nai"
EximBank - Phòng giao dịch Long Khánh,"Khu phố 5 đường Nguyễn Trãi, P.Xuân Hòa, TX.Long Khánh, Tỉnh Đồng Nai"
First Bank - Chi nhánh Hà Nội,"Tầng 8, Charmvit Tower, 117, Trần Duy Hưng, P. Trung Hòa, Q. Cầu Giấy, Tp. Hà Nội"
First Bank - Chi nhánh Hồ Chí Minh,"Tầng 21, Tòa nhà A&B, Số 76A Lê Lai, Phường Bến Thành, Quận 1, TP Hồ Chí Minh"
GPBank - CN Ba Đình,"Số 273 Kim Mã, P. Giảng Võ, Q. Ba Đình, TP. Hà Nội"
GPBank - PGD Đội Cấn,"Số 179 phố Đội Cấn, P. Đội Cấn, Q. Ba Đình, TP. Hà Nội"
GPBank - PGD Xuân La,"Tầng 1,2 nhà D15A, 107 Xuân La, Xuân Tảo, Bắc Từ Liêm, TP. Hà Nội"
GPBank - PGD Hoàng Quốc Việt,"Số 329-331 đường Hoàng Quốc Việt, P. Nghĩa Tân, Q. Cầu Giấy, TP. Hà Nội"
GPBank - PGD Trần Đăng Ninh,"Số 43-45 đường Trần Đăng Ninh, P.Dịch Vọng Hậu, Q.Cầu Giấy, TP. Hà Nội"
GPBank - PGD Trần Duy Hưng,"Số 26 Vũ Phạm Hàm, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội"
GPBank - PGD Hùng Vương,"số 31 phố Nguyễn Văn Huyên, Cầu Giấy, Hà Nội"
GPBank - PGD Trung Kính,"Số 128 phố Trung Kính, P. Yên Hòa, Q. Cầu Giấy, TP. Hà Nội"
GPBank - PGD Mỹ Đình,"Tầng 1 – tòa nhà 3D Center – Số 3 phố Duy Tân, phường Dịch Vọng, quận Cầu Giấy (Tầng 1& 2 tòa nhà Lô C2K cụm sản xuất TTC Dịch vọng hậu, Q. Cầu Giấy, TP. Hà Nội)"
GPBank - PGD Lạc Long Quân,"Số 193 đường Lạc Long Quân, P. Nghĩa Đô, Q. Cầu Giấy, TP. Hà Nội"
GPBank - PGD Nguyễn An Ninh,"Số 2, đường Nguyễn An Ninh, P. Tương Mai, Q. Hai Bà Trưng, TP. Hà Nội"
GPBank - PGD Đông Đô,"Tổ 27,P. Đồng Tâm, Q.Hai Bà Trưng, TP. Hà Nội"
GPBank - PGD Bạch Mai,"Số 390 Phố Bạch Mai, P. Bạch Mai, Q. Hai Bà Trưng, TP.Hà Nội"
GPBank - PGD Trần Khát Chân,"Số 356 Trần Khát Chân, P. Thanh Nhàn, Q. Hai Bà Trưng, TP. Hà Nội"
GPBank - PGD Bùi Thị Xuân,"Số 121 Bùi Thị Xuân, Q. Hai Bà Trưng, TP. Hà Nội"
GPBank - PGD Hai Bà Trưng,"Số 125 B1 Lò Đúc, P. Đống Mác, Q. Hai Bà Trưng, TP. Hà Nội"
GPBank - PGD Lạc Trung,"Số 69A đường Lạc Trung, Q. Hai Bà Trưng, TP. Hà Nội"
GPBank - PGD Hàng Lược,"Số 27 Hàng Lược, phường Hàng Mã, quận Hoàn Kiếm, Hà Nội"
GPBank - PGD Trần Hưng Đạo,"Số 109 Trần Hưng Đạo, P. Cửa Nam, Q. Hoàn Kiếm, TP. Hà Nội"
GPBank - CN Hà Nội,"Tầng 1,2 tòa nhà số 179 Hàng Bông, phường Hàng Bông, quận Hoàn Kiếm, thành phố Hà Nội"
GPBank - PGD Hàng Bạc,"Số 26 phố Hàng Bạc, P. Hàng Bạc, Q. Hoàn Kiếm, TP. Hà Nội"
GPBank - PGD Cao Thắng,"Số 11B Nguyễn Siêu, P. Hàng Buồm, Q. Hoàn Kiếm, TP. Hà Nội"
GPBank - PGD Hà Thành,"Số 19 Bà Triệu, phường Tràng Tiền, Q. Hoàn Kiếm, TP. Hà Nội"
GPBank - PGD Giáp Bát,"Số 43, Phố Kim Đồng, Q. Hoàng Mai, TP.Hà Nội"
GPBank - PGD Vĩnh Hoàng,"Tầng 1,2 ngôi nhà số 10 ngõ A1 tổ 6 , phường Tân Mai, quận Hoàng Mai, thành phố Hà Nội"
GPBank - PGD Linh Đàm,"Số 5, Bắc Linh Đàm, Q.Hoàng Mai, TP. Hà Nội"
GPBank - PGD Hà Đông,"198 Quang Trung, Q. Hà Đông, TP. Hà Nội"
GPBank - PGD Văn Quán,"Số A8-TT10, khu đô thị mới Văn Quán, Yên Phúc, Hà Đông, TP.Hà Nội"
GPBank - PGD Long Biên,"93A + 93B Trường Lâm, P. Đức Giang, Q.Long Biên, TP. Hà Nội"
GPBank - PGD Nguyễn Cơ Thạch,"Số 22A1, đường Lê Đức Thọ, xã Mỹ Đình, Nam Từ Liêm, TP. Hà Nội"
GPBank - PGD Nguyễn Trãi,"Tầng 1,2 nhà số 619 Nguyễn Trãi, phường Thanh Xuân, quận Thanh Xuân, thành phố Hà Nội"
GPBank - PGD Hoàng Văn Thái,"Số 244 phố Hoàng Văn Thái, P. Khương Trung, Q. Thanh Xuân, TP. Hà Nội"
GPBank - PGD Lê Trọng Tấn,"Số 54 Phố Lê Trọng Tấn, Q.Thanh Xuân, TP. Hà Nội"
GPBank - PGD Khương Trung,"Số 165 phố Khương Trung (mới), P. Khương Trung, Q. Thanh Xuân, TP.Hà Nội"
GPBank - PGD Nam Thủ Đô,"106 Phố Tía, xã Tô Hiệu, huyện Thường Tín, TP. Hà Nội"
GPBank - PGD Thụy Khuê,"70E phố Thụy Khuê, P. Thụy Khuê, Q. Tây Hồ, TP. Hà Nội"
GPBank - PGD Đan Phượng,"Kiot số 2, Nhà dịch vụ thị trấn Phùng, huyện Đan Phượng, TP. Hà Nội"
GPBank - PGD Đông Anh,"số 139, đường Cao Lỗ, Uy Nỗ, huyện Đông Anh, TP.Hà Nội"
GPBank - PGD Thái Thịnh,"Số 85 Thái Thịnh, tổ 30, P. Thịnh Quang, Q. Đống Đa, TP. Hà Nội"
GPBank - PGD Khâm Thiên,"Số 342 phố Khâm Thiên, P. Thổ Quan, Q. Đống Đa, TP. Hà Nội"
GPBank - PGD Hoàng Cầu,"Tầng 1 nhà số 24 Võ Văn Dũng, phường Ô Chợ Dừa, quận Đống Đa, Hà Nội"
GPBank - PGD Nguyên Hồng,"Số 34 Nguyên Hồng, P. Láng Hạ, Q. Đống Đa, TP. Hà Nội"
GPBank - CN Nghệ An,"Lô số 4,5 Cụm chung cư CT1 Quang Trung, phường Quang Trung, TP Vinh, tỉnh Nghệ An, Việt Nam"
GPBank - PGD Lê Nin,"Số 01 đường Lê Nin, P. Hưng Dũng, TP. Vinh, tỉnh Nghệ An"
GPBank - CN Ninh Bình,"Số 173 đường Lê Đại Hành, phố Thanh Sơn, phường Thanh Bình, thành phố Ninh Bình, tỉnh Ninh Bình"
GPBank - PGD Số 1,"Số 105 đường Lê Hồng Phong, phường Đông Thành, thành phố Ninh Bình, tỉnh Ninh Bình"
GPBank - PGD Số 2,"Số 261 đường Nguyễn Công Trứ, phường Thanh Bình, thành phố Ninh Bình, tỉnh Ninh Bình"
GPBank - CN Quảng Ninh,"Số 8, đường Tô Hiến Thành, thành phố Hạ Long, tỉnh Quảng Ninh"
GPBank - PGD Phan Đăng Lưu,"83 Đinh Tiên Hoàng, P3, Q.Bình Thạnh, TP.HCM"
GPBank - PGD Phú Nhuận,"Số 261E Nguyễn Văn Trỗi, P. 10, Q. Phú Nhuận, TP. Hồ Chí Minh"
GPBank - PGD Quận 10,"Số 546 đường 3 tháng 2, P.14, Quận 10, TP. Hồ Chí Minh"
GPBank - CN Sài Gòn,"Tầng trệt và tầng 16, tòa nhà Centec Tower, số 72-74 Nguyễn Thị Minh Khai, P. 6, Quận 3, TP. Hồ Chí Minh"
GPBank - CN TP.Hồ Chí Minh,"Số 767 Trần Hưng Đạo, P. 1, Quận 5, TP. Hồ Chí Minh"
GPBank - PGD Phú Mỹ Hưng,"580 Huỳnh Tấn Phát, P.Tân Phú, Quận 7, TP.Hồ Chí Minh"
GPBank - PGD Tân Phú,"Số 185 Tân Hương, Phường Tân Quý, Quận Tân Phú, TP HCM"
HDBank Đức Trọng,"546, QL 20, TT Liên Nghĩa, H. Đức Trọng"
HDBank Lâm Đồng,"1/23 Trần Phú, Tp Đà Lạt."
HDBank Châu Phú,"Số 08, TT Cái Dầu, H. Châu Phú, An Giang"
HDBank Châu Đốc,"163-165 Lê Lợi, tổ 17, khóm Châu Long 2, P.Châu Phú B, Tp. Châu Đốc"
HDBank An Giang,"217 Lý Thái Tổ, P. Mỹ Long, Tp. Long Xuyên"
HDBank Châu Đức,"307 Hùng Vương, KP2, TT Ngãi Giao, H. Châu Đức, Tỉnh BRVT"
HDBank Phước Tỉnh,"Số 10 tổ 2, ấp Phước Lâm, X. Phước Hưng, H. Long Điền, Tỉnh BRVT"
HDBank Bà Rịa,"267 Cách Mạng Tháng 8, P. Phước Hưng, TX. Bà Rịa, Tỉnh BRVT"
HDBank Rạch Dừa,"213 -215 đường 30/4, phường Thắng Nhất, TP Vũng Tàu"
HDBank Lý Thường Kiệt,"35 Tran Hung Dao, P.1, Tỉnh BRVT"
HDBank Vũng Tàu,"Số 7 Nguyễn Thái Học, TP Vũng Tàu"
HDBank Bàu Bàng,"Khu đô thị Bàu Bàng, đường D1-5A, Xã Lai Uyên, Bàu Bàng"
HDBank Sở Sao,"Ấp 2, X. Tân Định, H. Bến Cát, Tỉnh Bình Dương"
HDBank Lái Thiêu,"66 Nguyễn Văn Tiết, KP Đông Tư, Lái Thiêu, Thuận An, Bình Dương"
HDBank Hòa Lân,"27/2 KP Bình Giao, P.Thuận Giao, Tx Thuận An"
HDBank Bình An,"38A/3 quốc lộ 1K, Nội Hóa 2,P.Bình An, TX Dĩ An"
HDBank Dĩ An,"90 đường Dĩ An Truông Tre, Dĩ An"
HDBank Thủ dầu Một,"Lô B, ô 1 và ô 2, KP chợ Đinh Bộ Lĩnh, P.Phú Cường, Thủ Dầu Một."
HDBank Bình Dương,"558 Đại Lộ BD, TX.Thủ Dầu Một"
HDBank Bình Phước,"Lô 21-22 Quốc Lộ 14, P. Tân Phú, TX Đồng Xoài."
HDBank Bình Thuận,"119 Trần Hưng Đạo, P. Phú Thủy, TP. Phan Thiết"
HDBank Bình Định,"89 - 91 Mai Xuân Thưởng, P. Lý Thường Kiệt, TP. Quy Nhơn"
HDBank Bắc Ninh,"Tầng 1 Viglacere, (ngã 6), số 15 Lý Thái Tổ, TP. Bắc Ninh"
HDBank Từ Sơn,"198 Trần phú, P. Đông Ngàn, Thị xã Từ sơn, Bắc Ninh"
HDBank Bến Tre,"257A Đại lộ Đồng Khởi, P. Phú Tâm, tỉnh Bến Tre."
HDBank Cà Mau,"138A- 138B Ngô Quyền, P.9, Tp. Cà Mau"
HDBank Đak Đoa,"297-299 Nguyễn Huệ, Thị trấn Đak Đoa, huyện Đak Đoa"
HDBank PLEIKU,"Số 58 Đinh Tiên Hoàng, P. Diên Hồng, Tp. Pleiku"
HDBank Gia Lai,"Kiot số 1,2,3,4 số 01, Phù Đổng, P. Phù Đổng, Tp. Pleiku"
HDBank - Chi nhánh Hà Nội,"Đơn nguyên I, nhà 2C, khu Đoàn Ngoại giao Vạn Phúc, P. Ngọc Khánh, Q. Ba Đình"
HDBank Nguyễn Trường Tộ,"27 Nguyễn Trường Tộ, Q. Ba Đình"
HDBank Trung Hòa,"80 Trung Kính, P. Yên Hòa, Q. Cầu Giấy"
HDBank Mỹ Đình,"01 Lê Đức Thọ, P. Mai Dịch, Q. Cầu Giấy"
HDBank Tây Đô,"Số 11 Nguyễn Văn Huyên, Tổ 22, P. Quan Hoa,Q. Cầu Giấy"
HDBank Trung Yên,"17 Lô 14A, KĐT Trung Yên, P. Trung Hòa, Q. Cầu Giấy"
HDBank Tây Hà Nội,"138 Hoàng Quốc Việt, P. Nghĩa Tân, Q.Cầu Giấy"
HDBank Đống Đa,"Số 70 Trần Đại Nghĩa, P. Đồng Tâm, Q. Hai Bà Trưng"
HDBank Hà Thành,"288 phố Lạc Trung, P. Vĩnh Tuy, Q. Hai Bà Trưng"
HDBank Hai Bà Trưng,"183 Bà Triệu, P. Lê Đại Hành, Q.Hai Bà Trưng"
